,source_id,nombre,inicial,apellidos,especialidad,telefono #1,telefono #2,direccion,pueblo,estado,actualizacion
10497,001,DIANA,,IRIZARRY FERNANDEZ,MEDICINA GENERAL,787-869-1290,,CARR 164 SECTOR EL DESVIO BO ACHIOTE,NARANJITO,PUERTO RICO,01/28/2024
10498,001,JOSE,,APONTE PAGAN,MEDICINA GENERAL,,,,,,01/28/2024
10499,001,ABBY,,AGOSTO VENTURA,GINECOLOGIA,787-746-2880,,CENTRO GINECO OBSTETRICO F7 AVE DEGETAU,CAGUAS,PUERTO RICO,01/28/2024
10502,001,MORAIMA,,PAGAN LA TORRE,MEDICINA GENERAL,787-848-3165,787-848-3177,CALLE MENDEZ VIGO #24,PONCE,PUERTO RICO,01/28/2024
10503,001,MORAIMA,,PAGAN LA TORRE,MEDICINA GENERAL,787-259-7219,787-848-0374,CALLE FERROCARRIL #607 ESQ TORRES,PONCE,PUERTO RICO,01/28/2024
10504,001,MORAIMA,,PAGAN LA TORRE,MEDICINA GENERAL,787-844-0331,,CALLE LIBERTAD #43,JAYUYA,PUERTO RICO,01/28/2024
10505,001,LUIS,,SANCHEZ COLON,MEDICINA FISICA Y REHABILITACION,787-745-4355,787-900-8889,URB CONDADO MODERNO M 13,CAGUAS,PUERTO RICO,01/28/2024
10506,001,LUIS,,SANCHEZ COLON,MEDICINA FISICA Y REHABILITACION,787-704-0075,787-704-2204,SPORTS AND PAIN INTERVENTION PSCVILLA DEL REY 2DA SECC AVE LUIS MUNOZ MARIN,CAGUAS,PUERTO RICO,01/28/2024
10507,001,EMMANUEL,,GONZALEZ IRIZARRY,CARDIOLOGIA,787-545-6112,787-545-6113,564 A CALLE JUAN J JIMENEZPARQUE CENTRAL,SAN JUAN,PUERTO RICO,01/28/2024
10508,001,EMMANUEL,,GONZALEZ IRIZARRY,CARDIOLOGIA,787-798-6810,,HURRA (CLINICAS EXTERNAS)AVENIDA LAUREL #100 SANTA JUANITA,BAYAMON,PUERTO RICO,01/28/2024
10509,001,EMMANUEL,,GONZALEZ IRIZARRY,CARDIOLOGIA,787-523-5170,,375 AVE DONENECH,SAN JUAN,PUERTO RICO,01/28/2024
10510,001,NADYAN,,VARGAS BARRETO,DENTISTA,787-265-3683,,114 CALLE DE LA CANDELARIA W SUITE 107,MAYAGUEZ,PUERTO RICO,01/28/2024
10511,001,HILDA,,VELEZ OLIVERAS,MEDICINA GENERAL,787-821-2144,,CARR 324 KM 2 1 BO ENSENADA EL BATEY,GUANICA,PUERTO RICO,01/28/2024
10512,001,HILDA,,VELEZ OLIVERAS,MEDICINA GENERAL,787-805-2900,,CALLE RAMON EMETERIO BETANCES 491,MAYAGUEZ,PUERTO RICO,01/28/2024
10513,001,HILDA,,VELEZ OLIVERAS,MEDICINA GENERAL,787-805-2900,,MIGRANT HEALTH CENTER WESTERN REGION INCCALLE RAMON E BETANCES #392 SUR,MAYAGUEZ,PUERTO RICO,01/28/2024
10514,001,TIFFANY,,SOTO MIELES,DENTISTA,787-846-4412,787-626-1480,ATLANTIC MEDICAL CENTERCRUCE DAVILA CARR #2 KM 57 8,BARCELONETA,PUERTO RICO,01/28/2024
10515,001,DIANA,,COLON GORBEA,GASTROENTEROLOGIA,787-763-3273,,554 CALLE CABO H ALVERIO,SAN JUAN,PUERTO RICO,01/28/2024
10516,001,IVELISSE,,BURGOS BERRIOS,MEDICINA GENERAL,787-869-5900,,CALLE GEORGETTI 18 CARR 167,COMERIO,PUERTO RICO,01/28/2024
10518,001,ROSA,,COLLAZO CHARNECO,DENTISTA,787-740-1919,939-336-1919,MORALES DENTAL CAREAVE LOS MILLONES RPTO ALHMABRA OFFICE D95,BAYAMON,PUERTO RICO,01/28/2024
10519,001,BRENDA,,JIMENEZ RIVERA,MEDICINA GENERAL,787-869-5900,,CENTRO DE SALUD INTEGRAL EN COMERIOCALLE GEORGETTI 18 CARR 167,COMERIO,PUERTO RICO,01/28/2024
10520,001,GRISELLE,,VELAZQUEZ RIVERA,MEDICINA GENERAL,787-857-2688,787-869-5900,CALLE BARCELO 53 CARR 156,BARRANQUITAS,PUERTO RICO,01/28/2024
10521,001,PATRICIA,,RIVERA SANTANA,MEDICINA GENERAL,787-859-2560,,CARR 891 KM 15 1 BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10522,001,PATRICIA,,RIVERA SANTANA,MEDICINA GENERAL,787-780-3435,787-869-5900,CARR 167BO PAJAROS PUERTORRIQUENOS,BAYAMON,PUERTO RICO,01/28/2024
10523,001,RAYZA,,GARCIA PAREDES,NEUROLOGIA,787-234-2267,,GATSBY PLAZA 30 CALLE PADIAL STE 318,CAGUAS,PUERTO RICO,01/28/2024
10524,001,BETTY,,RODRIGUEZ SIERRA,MEDICINA GENERAL,787-859-2560,,CARR 891 KM 15 1 INTERIOR BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10525,001,ROSAURA,,AGUAYO REYES,PEDIATRIA,787-869-5900,,CALLE GEORGETTI 18 CARR 167CARR 167,NARANJITO,PUERTO RICO,01/28/2024
10526,001,CESAR,,VIANA SANTOS,PEDIATRIA,787-869-5900,,CARR 891 KM 15 1 INTERIOR BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10527,001,AMARYLLIS,,AYMAT RODRIGUEZ,PEDIATRIA,787-859-2560,,CARR 891 KM 15 1 INTERIOR BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10528,001,ISELA,,ORTEGA ALBARRAN,PEDIATRIA,787-869-5900,,CALLE GEORGETTI 18 CARR 167,COMERIO,PUERTO RICO,01/28/2024
10529,001,MARIA,,LECUMBERRY CRUZ,PEDIATRIA,787-545-8808,,CARR 165 KM 4 6 BO QUEBRADA CRUZ,TOA ALTA,PUERTO RICO,01/28/2024
10530,001,JOSE,,MARCIAL SUAREZ,ELECTROFISIOLOGIA,787-388-9001,,EDIFICIO PROFESIONAL SUITE 410HOSPITAL MENONITA CAYEY,CAYEY,PUERTO RICO,01/28/2024
10531,001,EDUARDO,,SASTRE MARTINEZ,PEDIATRIA,787-869-1290,,CARR 164 SECTOR EL DESVIO BO ACHIOTE,NARANJITO,PUERTO RICO,01/28/2024
10532,001,JOSE,,MARTIN RODRIGUEZ,OBSTETRICIA Y GINECOLOGIA,787-859-2560,,CARR 891 KM 15 1 BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10533,001,JAIME,,DIAZ HERNANDEZ,MEDICINA DE FAMILIA,787-875-3375,,CALLE GEORGETTI 18 CARR 167,COMERIO,PUERTO RICO,01/28/2024
10534,001,MICHAEL,,FUCILE NELSON,MEDICINA DE FAMILIA,787-869-5900,,CARR 891 KM 15 1 INTERIOR BO PUEBLO,COROZAL,PUERTO RICO,01/28/2024
10535,001,PATRICIA,,PANTOJA SANTANA,NUTRICIONISTA,787-875-3375,787-869-5900,CALLE GEORGETTI #18 CARR 167 ENTRADA AL PUEBLO,COMERIO,PUERTO RICO,01/28/2024
10536,001,VICTOR,,REYES CABEZA,MEDICINA GENERAL,787-842-8945,,2015 BOULEVARD LUIS A FERRE SUITE 101,PONCE,PUERTO RICO,01/28/2024
10537,001,VICTOR,,REYES CABEZA,MEDICINA GENERAL,787-836-4520,,CALLE MUNOZ RIVERA 718,PENUELAS,PUERTO RICO,01/28/2024
10538,001,FRANCISCO,,DELGADO MERCED,MEDICINA GENERAL,787-748-0450,,NEOMED CENTER INC URB LAGO ALTO CALLE CARITE #130,TRUJILLO ALTO,PUERTO RICO,01/28/2024
10539,001,FRANCISCO,,DELGADO MERCED,MEDICINA GENERAL,787-737-2311,,CARR 941 SALIDA BO JAGUAS,GURABO,PUERTO RICO,01/28/2024
10542,001,ORLANDO,,PADILLA DE JESUS,MEDICINA INTERNA,787-715-1260,787-737-2311,CALLE CONDADO 11,SAN LORENZO,PUERTO RICO,01/28/2024
10543,001,ORLANDO,,PADILLA DE JESUS,MEDICINA INTERNA,787-737-2311,,CARR 941 SALIDA BO JAGUAS,GURABO,PUERTO RICO,01/28/2024
10544,001,ORLANDO,,PADILLA DE JESUS,MEDICINA INTERNA,787-743-4959,,EDIFICIO AMBULATORIO HIMA SAN PABLO CAGUASAVE LUIS MUNOZ RIVERA A1 SUITE 402,CAGUAS,PUERTO RICO,01/28/2024
10545,001,CARMEN,,OTERO GARCIA,PEDIATRIA,787-737-2311,,CARRETERA 941 SALIDA BO JAGUASCALLE SAN ANTONIO FINAL,GURABO,PUERTO RICO,01/28/2024
10546,001,MONICA,,HERNANDEZ PASTRANA,MEDICINA GENERAL,787-748-0450,,URB LAGO ALTO CALLE CARITE #130,TRUJILLO ALTO,PUERTO RICO,01/28/2024
10547,001,JOSE,,ORTIZ VELEZ,MEDICINA DE FAMILIA,787-737-1131,787-737-2311,BO RINCON NEOMED CENTER INCPARQUE INDUSTRIAL 4 CARR 189,GURABO,PUERTO RICO,01/28/2024
10548,001,FRANCES,,SERRA MORALES,GINECOLOGIA,787-737-2311,,CARR 941 SALIDA BO JAGUAS,GURABO,PUERTO RICO,01/28/2024
10549,001,FRANCES,,SERRA MORALES,GINECOLOGIA,787-737-2311,,BO CEIBA NORTE CARR 31 KM 22 6,JUNCOS,PUERTO RICO,01/28/2024
10550,001,FRANCES,,SERRA MORALES,GINECOLOGIA,787-737-2311,,32 CALLE RAFAEL LAZA,AGUAS BUENAS,PUERTO RICO,01/28/2024
10551,001,MIGUEL,,VELAZQUEZ VALLE,MEDICINA DE FAMILIA,787-737-2311,,CARR 941 SALIDA BO JAGUAS,GURABO,PUERTO RICO,01/28/2024
10552,001,MIGUEL,,VELAZQUEZ VALLE,MEDICINA DE FAMILIA,787-715-1260,,NEOMED CENTER CALLE CONDADO #11,SAN LORENZO,PUERTO RICO,01/28/2024
10553,001,JAVIER,,VALENTIN RODRIGUEZ,QUIROPRACTICO,787-238-6030,,CARR 14 BOULEVARD PIEL CANELA SUITE 1,COAMO,PUERTO RICO,01/28/2024
10554,001,HECTOR,,RODRIGUEZ MEDINA,MEDICINA DE FAMILIA,787-737-2311,,CARR 941 SALIDA BO JAGUAS,GURABO,PUERTO RICO,01/28/2024
10555,001,HECTOR,,RODRIGUEZ MEDINA,MEDICINA DE FAMILIA,787-748-0450,,URB LAGO ALTO CALLE CARITE #130,TRUJILLO ALTO,PUERTO RICO,01/28/2024
10556,001,RADAMES,,GONZALEZ OLIVIERI,CIRUGIA GENERAL,787-843-9110,,EDIFICIO PARRA 2225 PONCE BY PASS SUITE 501,PONCE,PUERTO RICO,01/28/2024
10557,001,SHEILA,,COLON VILLARUBIA,MEDICINA GENERAL,787-737-2311,,CARR 941 SALIDA BO JAGUAS CALLE SAN ANTONIO FINAL,GURABO,PUERTO RICO,01/28/2024
10558,001,INGRID,,IRIZARRY PEREZ,DENTISTA,787-840-3435,,URB JARDINES FAGOT CALLE S 1,PONCE,PUERTO RICO,01/28/2024
10559,001,SAMUEL,,CRUZ ESTRADA,MEDICINA GENERAL,787-839-4320,,CALLE GUILLERMO RIEFKHOL 99,PATILLAS,PUERTO RICO,01/28/2024
10560,001,LUISA,,ACEVEDO VALLES,MEDICINA GENERAL,787-839-4320,,CALLE GUILLERMO RIEFKOHL 99,PATILLAS,PUERTO RICO,01/28/2024
10561,001,HECTOR,,RENTA MELENDEZ,DENTISTA,787-839-4320,,CALLE GUILLERMO RIEFKOHL 99,PATILLAS,PUERTO RICO,01/28/2024
10562,001,ARACELI,,DE JESUS BURGOS,MEDICINA GENERAL,787-839-4320,,CALLE GUILLERMO RIEFKHOL 99,PATILLAS,PUERTO RICO,01/28/2024
10563,001,LUIS,,CAMACHO CASIANO,MEDICINA GENERAL,787-839-4150,,BO OLIMPO SECTOR LINEA CAPO CARR 179 KM 2,GUAYAMA,PUERTO RICO,01/28/2024
10564,001,LORENZO,,ROSS RIVERA,MEDICINA GENERAL,787-839-4150,,CALLE MORSE ESQUINA VALENTINA 46,ARROYO,PUERTO RICO,01/28/2024
10565,001,MILAGROS,,GONZALEZ DIAZ,PEDIATRIA,787-876-2042,,CLINICA FAMILIAR DE CEIBACALLE ESCOLASTICO LOPEZ 673,LOIZA,PUERTO RICO,01/28/2024
10566,001,MILAGROS,,GONZALEZ DIAZ,PEDIATRIA,787-876-2042,,CLINICA FAMILIAR DE LUQUILLO / PLAYA AZUL CENTERLOCAL 1 CARR 193,LUQUILLO,PUERTO RICO,01/28/2024
10567,001,HECTOR,,ROUBERT RIVERA,MEDICINA GENERAL,787-839-4150,,CALLE MORSE VALENTINA 46,ARROYO,PUERTO RICO,01/28/2024
10568,001,MYRTA,,MUNET PAGAN,MEDICINA GENERAL,787-839-4150,,CALLE MORSE ESQUINA VALENTINA 46,ARROYO,PUERTO RICO,01/28/2024
10569,001,JUAN,,MARQUES LESPIER,GASTROENTEROLOGIA,787-854-3322,,DOCTORS CENTER MANATI TORRE MEDICA 2 SUITE 2 58,MANATI,PUERTO RICO,01/28/2024
10570,001,KATIA,,MERCADO CASTRO,MEDICINA DE FAMILIA,787-876-2042,,CONCILIO DE SALUD INTEGRAL DE LOIZA INCCARR 188 INTE 187,LOIZA,PUERTO RICO,01/28/2024
10571,001,VIRGEN,,PLANAS SANTIAGO,MEDICINA GENERAL,787-839-4150,,CENTRO DE SALUD FAMILIAR DR JULIO PALMIERI FERRI INCCALLE MORSE ESQ VALENTINA #46,GUAYAMA,PUERTO RICO,01/28/2024
10572,001,HERIBERTO,,BORRERO SIMERON,MEDICINA GENERAL,787-839-4150,,CALLE MORSE ESQ VALENTINA 46,ARROYO,PUERTO RICO,01/28/2024
10573,001,CARMARIE,,SANTIAGO ORTOLAZA,MEDICINA INTERNA,787-848-5600,,HOSPITAL METROPOLITANO DR PILABLVD LUIS A FERRE 2235,PONCE,PUERTO RICO,01/28/2024
10575,001,FERNANDO,,MARTINEZ COLON,CIRUGIA COLORECTAL,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
10576,001,ALEXIS,,GARAU DIAZ,ANESTESIOLOGIA,787-622-5420,,EXT HERMANAS DAVILA CALLE #J9,BAYAMON,PUERTO RICO,01/28/2024
10577,001,RUBEN,,PEREZ BARRETO,ANESTESIOLOGIA,787-854-3322,,CARR #2 KM 47 7,MANATI,PUERTO RICO,01/28/2024
10578,001,SAMUEL,,ESTRONZA OJEDA,CIRUGIA NEUROLOGICA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
10579,001,ANA,,VAILLANT ORTIZ,OBSTETRICIA Y GINECOLOGIA,787-653-3456,,195 GAUTIER BENITEZ,CAGUAS,PUERTO RICO,01/28/2024
10580,001,RAMON,,MIRANDA COLON,QUIROPRACTICO,787-721-8432,787-210-9705,252 CALLE SAN JOSE STE 2 A,SAN JUAN,PUERTO RICO,01/28/2024
10581,001,DANIEL,,CRUZ GALARZA,OBSTETRICIA Y GINECOLOGIA,787-739-8182,,AVE EL JIBARO CARR 172 KM 13 5,CIDRA,PUERTO RICO,01/28/2024
10582,001,DANIEL,,CRUZ GALARZA,OBSTETRICIA Y GINECOLOGIA,787-739-8182,,BO MONTONES CARR 183 RAMAL 9939PARQUE INDUSTRIAL LOTE 19,LAS PIEDRAS,PUERTO RICO,01/28/2024
10583,001,FRANCISCO,,COLON RIVERA,OBSTETRICIA Y GINECOLOGIA,787-8439393,,AVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10584,001,FRANCISCO,,COLON RIVERA,OBSTETRICIA Y GINECOLOGIA,787-8439393,,MED CENTRO INC SECTOR CAPITANEJOCARR #1 INT 149,JUANA DIAZ,PUERTO RICO,01/28/2024
10585,001,PILAR,,SILVA MELENDEZ,OBSTETRICIA Y GINECOLOGIA,787-8439393,,AVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10586,001,JAVIER,,CALERO DOITTEAU,DENTISTA PEDIATRICO,787-745-6220,787-703-2933,CALLE PINO #2 D 29 URB VILLA DEL REY 2,CAGUAS,PUERTO RICO,01/28/2024
10587,001,JAVIER,,CALERO DOITTEAU,DENTISTA PEDIATRICO,787-520-7258,787-714-0681,CIDRA PROFESSIONAL CENTER EDIF B LOCAL 3,CIDRA,PUERTO RICO,01/28/2024
10588,001,JAVIER,,CALERO DOITTEAU,DENTISTA PEDIATRICO,787-268-4171,787-264-4171,HPM FOUNDATION INCAVENIDA BORINQUEN 2020,SAN JUAN,PUERTO RICO,01/28/2024
10589,001,WILFREDO,,DE JESUS ROJAS,NEUMOLOGIA PEDIATRICA,939-271-9422,,HOSPITAL MENONITA CAYEYSUITE 404,CAYEY,PUERTO RICO,01/28/2024
10590,001,ERIC,,GONZALEZ HERNANDEZ,QUIROPRACTICO,939-216-8165,,101 AVE LA MOCA,MOCA,PUERTO RICO,01/28/2024
10591,001,FELIX,,SANTIAGO PAGAN,DENTISTA,787-761-0888,787-760-2195,URB SAGRADO CORAZON #430 AVE SAN CLAUDIO,SAN JUAN,PUERTO RICO,01/28/2024
10593,001,MELISA,,POLHAMUS LOPEZ,DENTISTA,787-780-3435,787-869-5900,CENTRO DE SALUD INTEGRAL EN BAYAMONBO PUERTORRIQUENOS CARR 167 KM 17 8,BAYAMON,PUERTO RICO,01/28/2024
10594,001,MELISA,,POLHAMUS LOPEZ,DENTISTA,787-869-1290,,CARR 164 SECTOR EL DESVIO BO ACHIOTE,NARANJITO,PUERTO RICO,01/28/2024
10595,001,DARIANA,,NUNEZ MEDINA,DENTISTA,787-875-3566,,PABELLON DE SERVICIOSCARR 778 SECT PASAREL,COMERIO,PUERTO RICO,01/28/2024
10596,001,YARELIS,,VAZQUEZ PEREZ,RADIOLOGIA VASCULAR E INTERVENCIONAL,787-621-3700,,MANATI MEDICAL CENTER CALLE HERNANDEZ CARRION URB ATENAS,MANATI,PUERTO RICO,01/28/2024
10597,001,HECTOR,,RODRIGUEZ BLAZQUEZ,UROLOGIA,787-833-0473,,14E CALLE DE DIEGO EDIF MEDICO DE DIEGO 101,MAYAGUEZ,PUERTO RICO,01/28/2024
10598,001,HECTOR,,RODRIGUEZ BLAZQUEZ,UROLOGIA,787-892-6611,,187 AVE LOS ATLETICOS EDIF RALI 108,SAN GERMAN,PUERTO RICO,01/28/2024
10599,001,VICTOR,,NAZARIO YORDAN,MEDICINA INTERNA,787-832-1710,,MEDICAL EMPORIUM II 349 AVE HOSTOS SUITE A 24,MAYAGUEZ,PUERTO RICO,01/28/2024
10600,001,CHARLENE,,FERNANDEZ CAMACHO,PEDIATRIA,787-867-6010,,AVE LUIS MUNOZ MARIN CARR 155CARR 164 SECTOR EL DESVIO,OROCOVIS,PUERTO RICO,01/28/2024
10601,001,SULEIKA,,GALINDO VICENS,PEDIATRIA,787-745-0340,,AVE RAFAEL CORDEROESQ TROCHE,CAGUAS,PUERTO RICO,01/28/2024
10602,001,ALFREDO,,BOU PRIETO,DERMATOLOGIA,787-665-0200,,METRO PAVIA CLINIC BAYAMONURB BELLA VISTA MARGINAL CARR 167 AD10,BAYAMON,PUERTO RICO,01/28/2024
10603,001,ALFREDO,,BOU PRIETO,DERMATOLOGIA,787-993-4990,,METRO PAVIA CLINIC CAROLINACARR 3 KM 13 4 BO CANOVANILLAS,CAROLINA,PUERTO RICO,01/28/2024
10604,001,ALFREDO,,BOU PRIETO,DERMATOLOGIA,787-759-6389,,METRO PAVIA CLINIC HATO REYURB EL VEDADO CALLE AGUEYBANA #424,SAN JUAN,PUERTO RICO,01/28/2024
10605,001,ALFREDO,,BOU PRIETO,DERMATOLOGIA,787-784-1782,,METRO PAVIA CLINIC TOA BAJAAVE SABANA SECA INT 867,TOA BAJA,PUERTO RICO,01/28/2024
10606,001,YAMILKA,,NAVARRO FIGUEROA,MEDICINA GENERAL,787-221-8984,787-285-5192,AVE FONT MARTELO 120 E,HUMACAO,PUERTO RICO,01/28/2024
10607,001,YAMILKA,,NAVARRO FIGUEROA,MEDICINA GENERAL,787-221-8984,,CALLE FLOR GERENA 6,HUMACAO,PUERTO RICO,01/28/2024
10608,001,JOSE,,SANCHEZ LOPEZ,MEDICINA GENERAL,787-483-7150,,AVE FONT MARTELO 100 SUITE 6,HUMACAO,PUERTO RICO,01/28/2024
10609,001,JOSE,,SANCHEZ LOPEZ,MEDICINA GENERAL,787-483-7150,,AVE FONT MARTELO #150,HUMACAO,PUERTO RICO,01/28/2024
10610,001,JOSE,,SANCHEZ LOPEZ,MEDICINA GENERAL,787-691-2432,,63 OCTAVIO RIVERA,PATILLAS,PUERTO RICO,01/28/2024
10611,001,JOSE,,SANCHEZ LOPEZ,MEDICINA GENERAL,787-719-7886,,AVE FONT MARTELO #3,HUMACAO,PUERTO RICO,01/28/2024
10612,001,JOSE,,SANCHEZ LOPEZ,MEDICINA GENERAL,787-491-2432,,CALLE RIEFKOL 4B,PATILLAS,PUERTO RICO,01/28/2024
10613,001,MONIQUE,,ADORNO MONET,PEDIATRIA,787-861-7777,,150 AVE FONT MARTELO SUITE 2,HUMACAO,PUERTO RICO,01/28/2024
10614,001,FELIX,,VILLAR HERNANDEZ,MEDICINA GENERAL,787-241-9417,,CARR 852 KM 1 2 BO DOS VOCAS,TRUJILLO ALTO,PUERTO RICO,01/28/2024
10615,001,JESUS,,HERNANDEZ RIVERA,NEFROLOGIA,787-908-1541,,CALLE JUAN SAN ANTONIO #205 EDIFICIO BOSQUES,MOCA,PUERTO RICO,01/28/2024
10616,001,JORGE,,ROMAN GONZALEZ,MEDICINA GENERAL,787-709-1544,,BOULEVARD LUIS A FERRE 2165,PONCE,PUERTO RICO,01/28/2024
10617,001,LUCY,,DIAZ VALCARCEL,MEDICINA GENERAL,787-355-0056,,METRO PAVIA CLINIC LUQUILLOCARR 3 KM 34 INTERIOR BARRIO MAMEYES,LUQUILLO,PUERTO RICO,01/28/2024
10618,001,LUCY,,DIAZ VALCARCEL,MEDICINA GENERAL,787-534-8904,787-534-8906,METRO PAVIA CLINIC FAJARDOBO QUEBRADA FAJARDO CARR 3 KM 43 8 LOCAL 3,FAJARDO,PUERTO RICO,01/28/2024
10619,001,LUCY,,DIAZ VALCARCEL,MEDICINA GENERAL,787-234-8865,939-220-2100,METRO PAVIA CLINIC HUMACAOURB JARDINES DE HUMACAO PLAZA 2000 CARR 924 SALIDA MARGINAL 30,HUMACAO,PUERTO RICO,01/28/2024
10620,001,DAISY,,LOPEZ VAZQUEZ,OBSTETRICIA Y GINECOLOGIA,787-833-8166,,AVE RAMOS ANTONINI 202 E,MAYAGUEZ,PUERTO RICO,01/28/2024
10621,001,DAISY,,LOPEZ VAZQUEZ,OBSTETRICIA Y GINECOLOGIA,787-926-0535,,PEPINO HEALTH GROUPAVE PAVIA FERNANDEZ 120 OFICINA 219,SAN SEBASTIAN,PUERTO RICO,01/28/2024
10622,001,JUITXA,,BAEZ DE LEON,PEDIATRIA,787-861-7777,,AVE DEGETAU CALLE 1 2A,CAGUAS,PUERTO RICO,01/28/2024
10623,001,JUITXA,,BAEZ DE LEON,PEDIATRIA,787-861-7777,,W PLAZA LOCAL 3 AVE BETANCES,CAGUAS,PUERTO RICO,01/28/2024
10624,001,JESSIE,,GIRON MOREL,MEDICINA INTERNA,787-600-7740,787-253-4080,NUMED AT VILLA MAR # 41,CAROLINA,PUERTO RICO,01/28/2024
10625,001,JESSIE,,GIRON MOREL,MEDICINA INTERNA,787-253-4080,787-787-5151,AVENIDA LAUREL # 100 ESQUINA SANTA JUANITA,BAYAMON,PUERTO RICO,01/28/2024
10626,001,ITZA,,CHEVRES DIAZ,MEDICINA GENERAL,787-870-7000,787-870-7070,CARR 165 INT CALLE 10 G 21URB VILLA MATILDE,TOA ALTA,PUERTO RICO,01/28/2024
10627,001,RICARDO,,GOMEZ QUINTANA,MEDICINA GENERAL,787-722-6004,787-999-0753,ASHFORD HOSPITAL1451 ASHFORD AVE,SAN JUAN,PUERTO RICO,01/28/2024
10628,001,MIGUEL,,ROMAN COLON,RADIOLOGIA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
10629,001,MIGUEL,,ROMAN COLON,RADIOLOGIA,787-757-1800,,HOSPITAL DE LA UPR DR FEDERICO TRILLAAVE 65 DE INFANTERIA CARR 3 KM 8 3,CAROLINA,PUERTO RICO,01/28/2024
10630,001,ANIBAL,,RIVERA RIVERA,MEDICINA DE FAMILIA,787-757-1800,,HOSPITAL DE LA UPR DR FEDERICO TRILLAAVE 65 DE INFANTERIA CARR 3 KM 8 3,CAROLINA,PUERTO RICO,01/28/2024
10631,001,DERYCK,,BERMUDEZ RIVERA,MEDICINA GENERAL,787-669-1620,,10 PLAZA DEL MAR LOCAL 10CANDELERO ARRIBA CARR 3 KM 85 6,HUMACAO,PUERTO RICO,01/28/2024
10632,001,TANIA,,MATIAS GUZMAN,PEDIATRIA,787-869-5900,,AVE LUIS MUNOZ MARINCARR 155 SECTOR EL DESVIO,OROCOVIS,PUERTO RICO,01/28/2024
10633,001,WILFREDO,,COSME BLANCO,ALERGIA E INMUNOLOGIA,787-658-6133,787-658-6134,AVE SEVERIANO CUEVAS #47 SUITE 1,AGUADILLA,PUERTO RICO,01/28/2024
10634,001,JUAN,,AMADOR LOPEZ,RADIOLOGIA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
10635,001,NELSON,,ALMODOVAR RODRIGUEZ,PEDIATRIA,787-869-1290,787-869-5900,CENTRO DE SALUD INTEGRAL EN NARANJITOCARR 164 BO ACHIOTE SECTOR EL DESVIO,NARANJITO,PUERTO RICO,01/28/2024
10636,001,JULIA,,MALAVET PANTOJAS,PEDIATRIA,787-758-7908,,CLINICA DE LA ESCUELA DE MEDICINAREPARTO METROPOLITANO SHOPPING AVE AMERICO MIRANDA,SAN JUAN,PUERTO RICO,01/28/2024
10637,001,JULIA,,MALAVET PANTOJAS,PEDIATRIA,787-757-1800,,HOSPITAL DE LA UPR DR FEDERICO TRILLAAVE 65 DE INFANTERIA CARR 3 KM 8 3,CAROLINA,PUERTO RICO,01/28/2024
10638,001,JAVIER,,MENDEZ RUIZ,ALERGIA E INMUNOLOGIA,787-832-5748,,OFFICE PARK I 349 AVE HOSTOS SUITE 102 D,MAYAGUEZ,PUERTO RICO,01/28/2024
10639,001,JAVIER,,MENDEZ RUIZ,CENTRO DE SALUD PUBLICA,787-832-5748,,OFFICE PARK I 349 AVE HOSTOS SUITE 102 D,MAYAGUEZ,PUERTO RICO,01/28/2024
10640,001,BRIAN,,ROSSY VEGA,PEDIATRIA,787-8439393,,MED CENTRO INCCARR 149 KM 55 2,VILLALBA,PUERTO RICO,01/28/2024
10641,001,BRIAN,,ROSSY VEGA,PEDIATRIA,787-8439393,,AVE HOSTOS 1034,PONCE,PUERTO RICO,01/28/2024
10642,001,MELVIN,,ORTIZ ACEVEDO,MEDICINA GENERAL,787-852-1770,,AVE CALLE FONT MARTELO 55,HUMACAO,PUERTO RICO,01/28/2024
10643,001,MELVIN,,ORTIZ ACEVEDO,MEDICINA GENERAL,787-961-0199,,CARR 189 KM 2 8SUITE 5,CAGUAS,PUERTO RICO,01/28/2024
10644,001,ALVIN,,GONZALEZ OCANA,MEDICINA GENERAL,787-680-1211,939-585-8187,CARR #2 KM 81 5 AVE MIRAMAR,ARECIBO,PUERTO RICO,01/28/2024
10645,001,IGNERYS,,ROSADO MAYSONET,MEDICINA GENERAL,787-919-3152,,14 CALLE MIGUEL LUSILLAS,HUMACAO,PUERTO RICO,01/28/2024
